timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label,subject_id,trial,fall_label
1417132144000,0.34004,3.1540494,9.216088,1.78335,-0.099265605,0.06658431,-0.023518313,72.41164,-39.571335,33.475365,STD,17,3,ADL
1417137107000,0.345003,3.1682315,9.217506,1.7729498,-0.10354166,0.029932396,-0.016187929,72.56356,-39.91783,33.329967,STD,17,3,ADL
1417142139000,0.350035,3.1826108,9.218945,1.7624052,-0.106901415,0.0027488936,-0.023823744,72.72584,-40.265682,33.184036,STD,17,3,ADL
1417147227000,0.355123,3.19715,9.220399,1.751743,-0.098043874,-0.009468411,-0.027183503,72.88595,-40.60728,33.045605,STD,17,3,ADL
1417152160000,0.360056,3.2112463,9.221808,1.7414057,-0.08735373,-0.021991149,-0.018020526,73.04705,-40.94215,32.914158,BSC,17,3,FALL
1417158097000,0.365993,3.2282116,9.223505,1.7289644,-0.07696902,-0.036651913,-0.009162978,73.207565,-41.27408,32.785366,BSC,17,3,FALL
1417162102000,0.369998,3.239656,9.224649,1.7205719,-0.0720821,-0.046731193,-0.004581489,73.36404,-41.600685,32.65992,BSC,17,3,FALL
1417167136000,0.375032,3.254041,9.226088,1.7100229,-0.06780604,-0.055283304,0.010079277,73.51506,-41.920033,32.54185,BSC,17,3,FALL
1417172175000,0.380071,3.2684402,9.227528,1.6994635,-0.06841691,-0.064751714,0.026572637,73.6628,-42.2328,32.427925,BSC,17,3,FALL
1417177151000,0.385047,3.2826595,9.22895,1.689036,-0.04917465,-0.06566802,0.03573562,73.804245,-42.54367,32.316402,BSC,17,3,FALL
1417182161000,0.390057,3.2969759,9.230381,1.6785374,-0.058643065,-0.06291912,0.04184427,73.93986,-42.84093,32.209644,BSC,17,3,FALL
1417187091000,0.394987,3.3110635,9.23179,1.6682063,-0.06811147,-0.05131268,0.050701816,74.06636,-43.134495,32.104992,BSC,17,3,FALL
1417193632000,0.401528,3.301922,9.230957,1.6647384,-0.06078109,-0.044898596,0.07880162,74.18407,-43.419304,32.007374,BSC,17,3,FALL
1417197145000,0.405041,3.2946918,9.230285,1.6637294,-0.06383542,-0.043066,0.083383106,74.29854,-43.698513,31.905989,BSC,17,3,FALL
1417202162000,0.410058,3.2843661,9.229324,1.6622887,-0.063224554,-0.031154128,0.09590584,74.43895,-43.967205,31.870724,BSC,17,3,FALL
1417207149000,0.415045,3.274102,9.228369,1.6608565,-0.064751714,-0.025045475,0.10140363,74.57571,-44.23026,31.834736,BSC,17,3,FALL
1417212140000,0.420036,3.2638297,9.227413,1.6594231,-0.07849618,-0.012217305,0.10415252,74.7004,-44.48402,31.797285,BSC,17,3,FALL
1417217096000,0.424992,3.2536297,9.226464,1.6579999,-0.08399397,0.004581489,0.11301007,74.815186,-44.731743,31.76036,BSC,17,3,FALL
1417222189000,0.430085,3.2431474,9.22549,1.6565373,-0.090713486,0.030543262,0.1142318,74.92007,-44.972893,31.718306,BSC,17,3,FALL
1417227781000,0.435677,3.2316382,9.224419,1.6549313,-0.094989546,0.035124753,0.118202426,75.01947,-45.20645,31.679367,BSC,17,3,FALL
1417232155000,0.440051,3.222636,9.223581,1.6536752,-0.093462385,0.047036625,0.10873401,75.107414,-45.43802,31.632034,BSC,17,3,FALL
1417237146000,0.445042,3.2123637,9.222626,1.6522418,-0.099571034,0.046120327,0.11209377,75.19031,-45.659416,31.589895,BSC,17,3,FALL
1417242133000,0.450029,3.2020998,9.221671,1.6508096,-0.10629055,0.049480084,0.10873401,75.26748,-45.88021,31.54135,BSC,17,3,FALL
1417247172000,0.455068,3.1917288,9.220707,1.6493626,-0.10873401,0.053450707,0.110872045,75.33907,-46.094604,31.495047,BSC,17,3,FALL
1417252110000,0.460006,3.1815655,9.219761,1.6479445,-0.11759156,0.0693332,0.10629055,75.40425,-46.30465,31.444105,BSC,17,3,FALL
1417257153000,0.465049,3.1711864,9.218796,1.6464962,-0.13988814,0.079107046,0.10476339,75.46529,-46.506657,31.394932,BSC,17,3,FALL
1417262145000,0.470041,3.160912,9.21784,1.6450626,-0.13041973,0.10781772,0.10476339,75.51328,-46.709755,31.340101,BSC,17,3,FALL
1417267138000,0.475034,3.1506357,9.216884,1.6436286,-0.12675454,0.083383106,0.11301007,75.56904,-46.90244,31.293787,BSC,17,3,FALL
1417272100000,0.479996,3.140423,9.215934,1.6422036,-0.1337795,0.03726278,0.121256754,75.61954,-47.09124,31.246874,BSC,17,3,FALL
1417277098000,0.484994,3.1301365,9.214977,1.6407683,-0.14905111,0.009468411,0.124005646,75.66805,-47.275017,31.201918,BSC,17,3,FALL
1417282119000,0.490015,3.1198025,9.214016,1.6393263,-0.1572978,-0.02321288,0.122783914,75.727264,-47.454384,31.165682,BSC,17,3,FALL
1417287081000,0.494977,3.10959,9.213066,1.6379013,-0.15332718,-0.034513887,0.129198,75.78343,-47.627552,31.133059,BSC,17,3,FALL
1417292068000,0.499964,3.0993261,9.2121105,1.6364691,-0.16615535,-0.05100725,0.12156218,75.849976,-47.796177,31.102154,BSC,17,3,FALL
1417297151000,0.505047,3.0888646,9.211138,1.6350094,-0.17256944,-0.058337633,0.11575896,75.91267,-47.961697,31.073555,BSC,17,3,FALL
1417302147000,0.510043,3.078582,9.210181,1.6335746,-0.1853976,-0.05009095,0.1133155,75.97331,-48.121506,31.044014,BSC,17,3,FALL
1417307144000,0.51504,3.0682974,9.209225,1.6321396,-0.18020524,-0.046731193,0.09712757,76.037766,-48.28469,31.011333,BSC,17,3,FALL
1417312136000,0.520032,3.0580232,9.208269,1.630706,-0.18936823,-0.041233405,0.08827003,76.095505,-48.4389,30.978464,BSC,17,3,FALL
1417317141000,0.525037,3.047722,9.207311,1.6292685,-0.18845193,-0.04337143,0.07422013,76.15512,-48.59764,30.941008,BSC,17,3,FALL
1417322133000,0.530029,3.0374477,9.206355,1.6278349,-0.18906279,-0.037873644,0.059864793,76.20959,-48.753567,30.899673,BSC,17,3,FALL
1417327116000,0.535012,3.027192,9.2054,1.6264039,-0.18875736,-0.024740042,0.050701816,76.26112,-48.908886,30.85568,BSC,17,3,FALL
1417332086000,0.539982,3.016963,9.20445,1.6249766,-0.18936823,0.01038471,0.04337143,76.303856,-49.063812,30.805218,BSC,17,3,FALL
1417337144000,0.54504,3.006553,9.203481,1.6235241,-0.21013765,0.065973446,0.040011674,76.33485,-49.213467,30.749441,BSC,17,3,FALL
1417342136000,0.550032,2.9962785,9.202525,1.6220905,-0.22876903,0.15149458,0.022602014,76.34757,-49.365345,30.680233,BSC,17,3,FALL
1417347227000,0.555123,2.9858005,9.2015505,1.6206284,-0.24709499,0.19700404,0.02321288,76.35113,-49.507576,30.6136,BSC,17,3,FALL
1417352107000,0.560003,2.975757,9.200616,1.6192269,-0.27091873,0.20738874,0.027488936,76.340065,-49.645947,30.538023,BSC,17,3,FALL
1417357120000,0.565016,2.9654393,9.1996565,1.6177872,-0.2846632,0.22632557,0.032070424,76.31126,-49.78012,30.456905,BSC,17,3,FALL
1417362082000,0.569978,2.9552267,9.198707,1.6163622,-0.29657507,0.24770586,0.03268129,76.27708,-49.907913,30.375637,BSC,17,3,FALL
1417367123000,0.575019,2.9448516,9.1977415,1.6149145,-0.30940324,0.2415972,0.03726278,76.24272,-50.028923,30.299124,BSC,17,3,FALL
1417372126000,0.580022,2.9345548,9.196783,1.6134777,-0.3042109,0.24709499,0.021685716,76.20038,-50.153194,30.214817,BSC,17,3,FALL
1417377115000,0.585011,2.9242866,9.195828,1.612045,-0.30390546,0.25259277,0.02687807,76.15482,-50.266544,30.13921,BSC,17,3,FALL
1417382143000,0.590039,2.9139383,9.194865,1.6106011,-0.30176744,0.258396,0.021380283,76.11036,-50.3849,30.057686,BSC,17,3,FALL
1417387100000,0.594996,2.9037359,9.193916,1.6091775,-0.3136793,0.24281894,0.018936822,76.06827,-50.496876,29.98182,BSC,17,3,FALL
1417393555000,0.601451,2.9373956,9.158112,1.6801496,-0.33078352,0.2098322,0.030848695,76.02721,-50.60424,29.911222,BSC,17,3,FALL
1417397135000,0.605031,2.9605787,9.134928,1.7265159,-0.33261612,0.19211712,0.036651913,75.9865,-50.712124,29.839914,BSC,17,3,FALL
1417402189000,0.610085,2.996344,9.112631,1.7935575,-0.32467487,0.16279559,0.043066,75.94071,-50.851147,29.726633,BSC,17,3,FALL
1417407118000,0.615014,3.0347605,9.103026,1.8607862,-0.32834008,0.14110987,0.059253927,75.894585,-50.981983,29.620705,BSC,17,3,FALL
1417412977000,0.620873,3.0832539,9.100534,1.9193233,-0.3378085,0.11911872,0.0711658,75.82418,-51.098553,29.513908,BSC,17,3,FALL
1417417109000,0.625005,3.1190414,9.103788,1.9486042,-0.3359759,0.10354166,0.08368854,75.75541,-51.21064,29.415499,BSC,17,3,FALL
1417422171000,0.630067,3.1603463,9.10631,1.983139,-0.33169982,0.09010262,0.086132,75.65391,-51.31231,29.308887,BSC,17,3,FALL
1417427165000,0.635061,3.1603463,9.085287,1.9957527,-0.33628133,0.08552113,0.10720685,75.54983,-51.4039,29.213358,BSC,17,3,FALL
1417432112000,0.640008,3.1603463,9.064462,2.0082476,-0.34574974,0.08979719,0.10903945,75.40728,-51.4933,29.101904,BSC,17,3,FALL
1417437120000,0.645016,3.1515727,9.062584,2.0169785,-0.35613444,0.11942416,0.11301007,75.25624,-51.574745,28.996428,BSC,17,3,FALL
1417442132000,0.650028,3.1402013,9.066374,2.0245595,-0.3680463,0.14263703,0.12186762,75.10591,-51.65105,28.895523,BSC,17,3,FALL
1417447085000,0.654981,3.1316159,9.05932,2.0236728,-0.3811799,0.18784106,0.12156218,74.89498,-51.728874,28.764374,BSC,17,3,FALL
1417452236000,0.660132,3.1316159,9.015632,1.9945467,-0.39461896,0.22540927,0.12583824,74.680115,-51.799877,28.638079,BSC,17,3,FALL
1417457125000,0.665021,3.1285381,8.97612,1.9720527,-0.40591997,0.25045475,0.13958271,74.3939,-51.880688,28.470552,BSC,17,3,FALL
1417462078000,0.669974,3.1139777,8.943358,1.9684126,-0.4175264,0.2846632,0.15363261,74.09867,-51.955997,28.303333,BSC,17,3,FALL
1417467081000,0.674977,3.0992703,8.910267,1.9647359,-0.44043383,0.31398472,0.15760323,73.71215,-52.041298,28.087755,BSC,17,3,FALL
1417472136000,0.680032,3.0810459,8.867423,1.9607929,-0.45112398,0.3295618,0.16584991,73.327,-52.120396,27.881655,BSC,17,3,FALL
1417477153000,0.685049,3.0607216,8.818645,1.956728,-0.4633413,0.3631594,0.16249016,72.93909,-52.194527,27.674685,BSC,17,3,FALL
1417482373000,0.690269,3.0354095,8.804967,1.983714,-0.46211955,0.4129449,0.16035213,72.4284,-52.29332,27.39228,BSC,17,3,FALL
1417487110000,0.695006,3.002555,8.880531,2.0822773,-0.4700608,0.44440445,0.16768251,71.93011,-52.383595,27.120987,BSC,17,3,FALL
1417492102000,0.699998,2.967932,8.960164,2.186146,-0.4792238,0.43585235,0.16829337,71.278694,-52.51746,26.73829,BSC,17,3,FALL
1417497171000,0.705067,2.9279773,9.016651,2.250608,-0.49754974,0.4437936,0.1826487,70.64156,-52.63828,26.374096,BSC,17,3,FALL
1417502136000,0.710032,2.883755,9.046132,2.2702622,-0.51068336,0.42760566,0.18417588,70.0438,-52.755962,26.029295,BSC,17,3,FALL
1417507092000,0.714988,2.8437707,9.0924835,2.270527,-0.5002986,0.41325033,0.18387043,69.2115,-52.959072,25.48193,BSC,17,3,FALL
1417512102000,0.719998,2.8069263,9.153891,2.2541516,-0.5036584,0.39767328,0.18325958,68.43951,-53.14527,24.974085,BSC,17,3,FALL
1417517075000,0.724971,2.770201,9.217457,2.2224064,-0.5109888,0.40591997,0.17837265,67.42351,-53.465157,24.215668,BSC,17,3,FALL
1417522181000,0.730077,2.7318225,9.294215,2.1216624,-0.52626044,0.43401974,0.17531833,66.49696,-53.759285,23.523453,BSC,17,3,FALL
1417527101000,0.734997,2.6908815,9.358046,2.036099,-0.5748242,0.473726,0.18020524,65.406395,-54.22274,22.569891,BSC,17,3,FALL
1417532104000,0.74,2.6276786,9.367768,2.0117903,-0.6356053,0.5305365,0.1740966,64.41948,-54.64193,21.706339,BSC,17,3,FALL
1417537094000,0.74499,2.5527723,9.375694,1.9744343,-0.66798115,0.569021,0.17287487,63.490597,-55.152214,20.781122,BSC,17,3,FALL
1417542139000,0.750035,2.42339,9.375694,1.8773977,-0.7284568,0.5888741,0.15363261,62.63804,-55.60449,19.935255,BSC,17,3,FALL
1417547118000,0.755014,2.2958145,9.378856,1.7895079,-0.7284568,0.6084218,0.14966199,61.826042,-56.011177,19.173124,BSC,17,3,FALL
1417552801000,0.760697,2.151423,9.416291,1.7734642,-0.73792523,0.5891795,0.14569137,61.08387,-56.373993,18.47644,BSC,17,3,FALL
1417557132000,0.765028,2.0429864,9.441504,1.7609038,-0.76144356,0.57543504,0.15210545,60.37834,-56.71224,17.829893,BSC,17,3,FALL
1417562084000,0.76998,1.9422265,9.422311,1.7417115,-0.75808376,0.5897904,0.13622294,59.721153,-57.033974,17.228428,BSC,17,3,FALL
1417567094000,0.77499,1.8449858,9.400809,1.72911,-0.75655663,0.61758476,0.13072516,59.08183,-57.324722,16.66317,BSC,17,3,FALL
1417572131000,0.780027,1.8024226,9.354698,1.7965019,-0.7611381,0.6243043,0.124005646,58.48487,-57.597313,16.13725,BSC,17,3,FALL
1417577089000,0.784985,1.7605269,9.309311,1.8628368,-0.7675522,0.6426302,0.12308934,57.919704,-57.842934,15.649843,BSC,17,3,FALL
1417582119000,0.790015,1.7390869,9.253396,1.9645282,-0.77274454,0.66339964,0.11484267,57.38273,-58.07469,15.190112,BSC,17,3,FALL
1417587121000,0.795017,1.7547108,9.180484,2.125976,-0.7883216,0.6569856,0.096516706,56.875526,-58.290154,14.758541,BSC,17,3,FALL
1417592133000,0.800029,1.8425019,9.13739,2.3063,-0.81397796,0.6444628,0.089491755,56.36954,-58.471355,14.342394,BSC,17,3,FALL
1417597128000,0.805024,1.9947953,9.121359,2.5026782,-0.84299403,0.63224554,0.09193522,55.88986,-58.63797,13.950303,BSC,17,3,FALL
1417601992000,0.809888,2.143242,9.098059,2.6825993,-0.8668178,0.6209445,0.09315695,55.417313,-58.7644,13.577001,BSC,17,3,FALL
1417607058000,0.814954,2.299035,9.012104,2.7792983,-0.90469146,0.61636305,0.089491755,54.969017,-58.87159,13.226092,BSC,17,3,FALL
1417612003000,0.819899,2.422447,8.9263115,2.8789816,-0.95325524,0.6365216,0.11056661,54.521324,-58.915203,12.923363,BSC,17,3,FALL
1417617002000,0.824898,2.4830859,8.835353,2.9915967,-1.0064005,0.64996064,0.13927728,54.095924,-58.94284,12.64062,BSC,17,3,FALL
1417622037000,0.829933,2.5491717,8.74497,3.112858,-1.0512991,0.6575964,0.16982053,53.663708,-58.93192,12.39082,BSC,17,3,FALL
1417626986000,0.834882,2.6568892,8.666631,3.2989151,-1.0778717,0.6435465,0.20525073,53.247284,-58.906708,12.1646,BSC,17,3,FALL
1417631992000,0.839888,2.7638257,8.585455,3.4602835,-1.1151345,0.61269784,0.22876903,52.808464,-58.827374,11.961685,BSC,17,3,FALL
1417636982000,0.844878,2.8597474,8.494329,3.4794679,-1.1365148,0.5726862,0.21991149,52.393524,-58.746555,11.7738495,BSC,17,3,FALL
1417641991000,0.849887,2.932078,8.402738,3.483168,-1.1820242,0.5665775,0.2134974,51.979733,-58.617783,11.608529,BSC,17,3,FALL
1417647033000,0.854929,2.883469,8.309938,3.4080453,-1.2336423,0.6017023,0.23151793,51.57958,-58.483597,11.4553385,BSC,17,3,FALL
1417652300000,0.860196,2.8298562,8.2143545,3.3359108,-1.2867876,0.70921457,0.24129178,51.16253,-58.325283,11.3101,BSC,17,3,FALL
1417657001000,0.864897,2.7216673,8.157908,3.4064684,-1.3234396,0.88208944,0.2321288,50.735416,-58.162903,11.156884,BSC,17,3,FALL
1417662038000,0.869934,2.6134062,8.098792,3.4972692,-1.3762794,1.058324,0.21991149,50.290504,-57.98456,10.996239,BSC,17,3,FALL
1417667010000,0.874906,2.5994725,8.056991,3.7712972,-1.4236214,1.1178834,0.2125811,49.848198,-57.804207,10.833329,BSC,17,3,FALL
1417672276000,0.880172,2.5929475,8.012697,4.039009,-1.4330899,1.2052372,0.21960606,49.358047,-57.605145,10.634417,BSC,17,3,FALL
1417677022000,0.884918,2.6866894,7.9725223,4.007762,-1.4590516,1.1859949,0.226631,48.89851,-57.396442,10.447771,BSC,17,3,FALL
1417682315000,0.890211,2.7857342,7.9281073,3.9743748,-1.462106,1.1255192,0.22724187,48.447224,-57.146038,10.262274,BSC,17,3,FALL
1417687004000,0.8949,2.7621536,7.8966665,3.9743748,-1.4364496,1.1343768,0.24281894,47.996235,-56.90244,10.080263,BSC,17,3,FALL
1417691984000,0.89988,2.7371094,7.863274,3.9743748,-1.3909402,1.1585059,0.22235495,47.554264,-56.659023,9.921418,BSC,17,3,FALL
1417697045000,0.904941,2.7229722,7.769549,4.016091,-1.4062119,1.2082914,0.20525073,47.11523,-56.41268,9.766175,BSC,17,3,FALL
1417702038000,0.909934,2.7138839,7.651404,4.0751634,-1.4285084,1.2825116,0.17440203,46.683243,-56.1875,9.599808,BSC,17,3,FALL
1417707027000,0.914923,2.6529725,7.5828876,4.1410675,-1.5131133,1.3332134,0.1423316,46.243587,-55.943882,9.421858,BSC,17,3,FALL
1417712014000,0.91991,2.5573022,7.547641,4.2115617,-1.6181821,1.3338243,0.12339478,45.815315,-55.69748,9.241506,BSC,17,3,FALL
